X_test,y_test
cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca,offensive
sex on 1st date dont mean you a hoe waiting 120 days wont make you a wife cute pics dont mean you happy amp having a tit8230,offensive
bro what in the fuck yall bitches thinking that is not ok,offensive
this like a retarded wutang clan,hate_speech
how the fuck do all these fucking faggot ass randos even find zoes ask account,hate_speech
fag,offensive
big bitches be like 8221 im thick8221 yea bitch atound the midsection,offensive
u fucking trailer trash,offensive
i hate a wishy washy bitch,offensive
black bitches dont be kickin up in our school bitches still comin wit durags still on they head nd shit,hate_speech
that was deep like yo mommas pussy deep,offensive
if a spic ever talks to a white person and the white person kills them its self defense,hate_speech
neil have you heard that scientists have discovered that in fact bitches do be trippin,offensive
you a hoe and errbody know,offensive
new york niggas quick to take off on a bitch in public boy lol,hate_speech
cost 250 rt 8220 i aint buying no pussy i got too many followers for that8221 u in vegas dont miss opportunities,offensive
these peanut butter brownies bout to give me life too 128523,neutral
goodnight pretty bitches n real niggas fuck da rest,offensive
not no but hell no when blk stop sayin nigger i will what they can have i can have this is america,hate_speech
dumb ass hoe,offensive
ultimate bitch 128591,offensive
bust a nicca headsmack a hoe and shoot the club up 128514rt so what we doing,offensive
if anxiety was a person id kill that bitch so fuckin fast,offensive
town at a movie with friends i stabbed a nig 3 times and got sent to prison justice,hate_speech
oh yea i forgot u decided to have math a hoe instead of football my bad,offensive
happy cuz i woke up white and not a nigger,hate_speech
because youre the ratchetest of them all bitch,offensive
are you in london this evening well exiron maiden member tony moor will be busking outside balham train station from 8230,neutral
shit trash,offensive
stfu white trash,hate_speech
hahahaa so people cant parent differently twitter is fuckin trash ahahahha,offensive
naw rt am i the only one mad that espn gonna be talking about faggot ass penn state all week,hate_speech
dawg you so trash your momma got charged with littering when she dropped you off for school,neutral
wayne really treat nicki like thats his bitch 128564128525128553,offensive
so many bitches think theyre so much hotter than they are,offensive
no i wuz just making a general statement ive never called u a bitch,offensive
tryna save a hoe that dont wanna be saved nope nope nope not me,offensive
bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face bye,offensive
also love angry old irish bartenders pussies have one beer and ask for a glass of water fuck them i ignore that shit,offensive
ugly nigger,hate_speech
so your a nigger fighter huh,hate_speech
you drove me redneck crazy,offensive
dont be a faggot cover your mouth when you fkn cough or sneeze i got a immune system to keep strong asshole,hate_speech
im starting to not like meek this nig a lil to arrogant for me,hate_speech
polly want a cracker dumbto,neutral
restricton g means your license been revoked stop making excuses you a straight up bitch,offensive
half jar of marmalade shaved monkey saran wrap mini horse give your best scene askkevin,neutral
thats true idk why your even in this convo you dumb nigger attention whore,hate_speech
norbit mad as a bitch lmfaooooooo 128514128514,offensive
youre all niggers,hate_speech
and i aint trippin on nothin im dippin on somethin and my homeboy say he got a bad bitch for me tonight lilway,offensive
this mexican bitch almost just hit me with her car and she sped over the speed bump just so she could do it omfg,offensive
128584128584128584 rt gave her that move it lil nigger push smh,hate_speech
stfu white trash,hate_speech
its 2014 amp you niggas still runnin round sayin yall dont eat pussy yall must be suckin dick,hate_speech
this bitch just called me a bougie whore tho 128514128514128514128514 ol angry bird lmao,offensive
if a spic ever talks to a white person and the white person kills them its self defense,hate_speech
thought retard,offensive
and take the trash out and separate the recyclables,neutral
wcw all the bad bitches 128069128166,offensive
your tits may be better looking but her face makes you like a asian or latina tranny facts,hate_speech
man get yo bitch ass out my mf mentions man with all tht bs u trippin,offensive
dc fri 13 bengali harlem amp lost histories south asian am readingconvo 14th st cc 8230,neutral
drake said it best when he said niggas act more like bitches these days,offensive
fuck dat bitch,offensive
back in the day when drake was aubreyjimmy and he made that song with his bitch girlfriend i said he was gonna be a rappe8230,offensive
jennas a faggot,hate_speech
how to deal with cyber bulling 1log out 2go outside 3thats itstop being a pussy,offensive
so i bought condoms for my party at rite aid and the lady gave me a dirty look just now i came back and bought trash bags imagineherface,neutral
comes home late bae was her pussy good me whos 128517 bae oh never mind,offensive
dat da bad thing bout being colored day bring me in to fight but dont vite me to da victory partay,neutral
hitting women is wrong morally but bitches get raped kidknappedbeat up an sold to be sex slaves when they gonna end that,offensive
bet my trash ass self is just that petty,offensive
saw some bitch texting and driving so i rolled down my window and hucked my beer at her johnny fuckin patrol keeping t8230,offensive
meth brownies,offensive
8220 kevin hart make funny faces his curriculum kinda trash8221 curriculum 128514128514128514,neutral
huntley high school is the most retarded high school ever,offensive
looks as if federal gun laws to be proposed this week lack awb hope the media and antigun crowd choke on crow,neutral
aids fuck smdh u punk bitch,offensive
broke bitches that talk shit now them the bitches i stunt for 9994,offensive
4 old hoes a ponk and a dyke outchea having girl talk,hate_speech
my brother want to put on an asshole persona just to get femalesthat what happens when you let pussy control you you8230,offensive
i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans,offensive
kill yourself ugly ass monkey looking shit,hate_speech
8220 my lakers are going to be so trash this season i cant wait 1285881280791285308221,neutral
i probably am mentally retarded,offensive
my dick is called abusive cat owner because it always beats the pussy up,offensive
flaming faggots that publicly state how they want everything handed to them like fuck you dude get off your bottom ass and do something,hate_speech
beat ya bitch pussy up every time i see her like a bully then send her outta town wit 4 cookies,offensive
jax a hoe,offensive
8220 im going to miss these bitches so much 128557 far right she resting on ol girl booty yall funny as shit,offensive
fags,hate_speech
parque de atracciones abandonado en jap243n,neutral
8220 ginobli dropping them bitches like a delta line8221 128514128514128553999665039,offensive
this bitch lmao,offensive
noap not taking them rt maca root pills making my vagina do the wop,neutral
my bitch cold not average you couldnt fuck my last bitch,offensive
whos downie like a brownie 4 brunch need mimosas,neutral
iubb 1 suiting up again tonight indiana iu ncaa hoosierdaddy hoosiernation hoosiers,neutral
would be funnier if america and not pussy canada,offensive
follow my dog he has over 17k bitches rt i made a golden retriever my bitch today at the park,offensive
so sterling bitch gotta he a hoe aye she paid and youremad dont blame the bitch she half black,offensive
then theres this stupid bitch in my class that literally has to ask a question every time the professor says something,offensive
