text,standardized_label,source
dont mind that twinkies are gonna be gone very concerned about the rest of hostesses product line,neutral,davidson
apple need to add some colored emoji,neutral,davidson
random running dogs in the ghetto,neutral,original
woof woof and hot soles,neutral,davidson
youre from a trash can,neutral,davidson
if melo go to the bulls they still gon be trash unless melo get special privileges allowin him 2play in a allstar uniform,neutral,davidson
pity parties are trash amp i dont throw them,neutral,davidson
her excuse is when i die u can have all my gold i dont even like yellow gold anymore i gave her all of mine,neutral,davidson
i have really light colored eyebrows naturally and its not ok,neutral,davidson
wiz khalifass song black and yellow is a beautiful song about a bruised banana,neutral,davidson
nope super chocolatey yummy brownies,neutral,davidson
supporters of officer darren wilson rally in st louis ferguson kkk tcot tpot teabaggers teaparty,neutral,original
brilliant job by to limp it back to the pits without causing a yellow wish he didnt need to though plm,neutral,original
french word for potato translates as earth apple banana is long yellow tree apple submarines are big wet hollow kaboom apple,neutral,original
can we revisit s idea of two teams of playing against each other i would like to see a game every now amp then,neutral,davidson
there will be track sweeping during this yellow,neutral,davidson
beautiful smiles and colored eyes128525,neutral,davidson
wow thats great language coming from a hs coach you sure are a role model youre trash just like your account,neutral,davidson
i also had a dream that i went to the fob show and fob was rude to me and was getting badly hit on by some creep,neutral,davidson
wtmf is murica you say it you should be thunderpunched in the throat or sole stomped,neutral,davidson
8220 frogger best game ever8221 only cuz you suck at flappy bird,neutral,davidson
actor charlie sheen once bought 2600 seats at an angels baseball game in hopes of catching a home run ball,neutral,davidson
the cardinals are mlbs gold standard and there isnt even a close silver dodgers giants tigers yankees,neutral,davidson
man what about wilson being the 2nd black qb to win a chip talkn about trash talk no shine for russell,neutral,davidson
pic circulating on jihadi feeds claiming an isis flag on top of mount arafa in the holiest day of pilgrimage,neutral,davidson
i was in love with charlie 128553,neutral,original
some douche cubs redneck cubs fan freaked out asking if bites no you bloody berk hes like the8230,neutral,davidson
not scanger,neutral,original
shylock amp wongs 3 incidents of democrat bigotry in 3 weeks media mum via,neutral,davidson
interested just wanted to see a better pic of the soles,neutral,original
if temple beats rutgers today i will be a happy clam,neutral,davidson
get two birds stoned at one time,neutral,davidson
got to 18 on flappy bird,neutral,original
yankees primo just got home and the tanks are on mlb finally and they are winning even better time to get serious sept call up time,neutral,davidson
if i had to pick a president of the uncle tom association i would pick larry elder,neutral,davidson
i show do like the jeffersons dat george make me wanna open up a dry cleaning stow and call all da white folk honkey,neutral,davidson
8220 adderall had me killing two birds with one stone,neutral,davidson
yeah okay lets just put a fire cracker in a cow pie and see what happens,neutral,davidson
in anglosaxon calendars 7 november is considered the first day of winter winters day,neutral,davidson
so i bought condoms for my party at rite aid and the lady gave me a dirty look just now i came back and bought trash bags imagineherface,neutral,original
oreos and coffee for brunch i do what i want,neutral,davidson
i don8217t understand how it8217s weak to give anything to jeter when the astros barely have any history with the yankees,neutral,davidson
how day feel bout colored folk,neutral,davidson
12 oz arizonas trash,neutral,davidson
that monkey is from hell,neutral,davidson
waits for fanduel to hit me with the jig,neutral,original
winston connects with greene on the slant across the middle for the score ball game is tied 1717,neutral,original
smuggled letter by gaza tunnel digger details suffering under hamas rule via,neutral,davidson
amp what we do with our foolish proud selves roll our eyes pretend that we dont see mock or laff at them arrogant attitudes,neutral,davidson
128079128079128079128079128588 i got hicks lol,neutral,davidson
pornandroidiphoneipadsexxxx desi paki,neutral,davidson
but then theres the yellow writing on the black jerse,neutral,davidson
i hate my dogs name it sounds so ghetto 128528,neutral,davidson
nevermind i found them in the trash,neutral,original
8220 here8217s to all the kids who have never found their name on anything in a souvenir store8221 thanks mom for the ghetto name,neutral,davidson
gwen stefanis new single is trash her hilary duff britney and fergie have to give it up and go raise your kids and judg8230,neutral,davidson
an ohio inmate sums up what lebronjames return means for cleveland leb8230,neutral,davidson
when other girls wear beanies they look cute amp stylish but when i wear them i look like a member of a drug cartel who s8230,neutral,davidson
someone come take these brownies away from me before i eat the whole pan,neutral,davidson
baked montreal chicken cheesy brussels sprouts garlic butter triple cheddar amp chives yellow mashed8230,neutral,davidson
welcome to the family mia meli new puppy adorable cute fluffy mutt mybaby girl,neutral,davidson
hes still a pogue though,neutral,davidson
delusional teabagger thinks he can stop gay marriage in wisconsin lgbt teaparty gaymarriage ssm,neutral,davidson
8220 oreo cookies128523 128525128539128553,neutral,original
watched some crows eat a sandwich,neutral,davidson
as a kid i listened to nas he showed me a new perspective coming from the ghetto like me same with pimp c 128081128081128081,neutral,davidson
oreo drumstick,neutral,davidson
a sign at checkpoint charlie a well known crossing point between east and west berlin when germany8230,neutral,davidson
bae sounds like such a ghetto word use something else,neutral,davidson
thats right im making brownies right now 128526128523,neutral,davidson
yankees,neutral,davidson
150 christians massacred by jihadi muslims while they slept including pastor his wife amp kids,neutral,davidson
john mccain trashes jay carny live on cnn syria isis obama,neutral,davidson
no teabaggers 911 is not about benghazi its about those planes and those towers stop watching fox news,neutral,davidson
some kid in an angry birds costume bumped into me and i fell over making something else fall over into something else which wobbled and,neutral,davidson
once fag you got pressed to the ground hang up your cleats n never put them back on or think about it,neutral,original
breaking louisville coach charlie strong is expected to accept texas job according to espn amp media reports 187,neutral,davidson
in dc fri 13 bengali harlem readingconvo 14th st,neutral,davidson
i go on drudge report every day now hoping to see a story about your tranny army,neutral,davidson
i would bitch about the weather being bipolar but im just gonna appreciate how nice it is instead,neutral,davidson
conan obrien mocks the new call of duty game while getting killed repeatedly,neutral,davidson
