text,label
from the espn yankees game recap the sellout crowd braved 61degree temperatures lol what thats not weather you struggle through,neutral
okay but how many people really care if you can see a girls nips through her shirt,offensive
whatever hoe bitch 1 them fags beat yall sad asses too,hate_speech
when you hoes gone learn second place dont get a prize,offensive
8220 why does nobody believe me when i say im a virgin dewd wtf8221 no you aint hoe,offensive
128557128514 boa im trying see if that bitch was going or not me amp vick stay agru about he dont get hoes128514,offensive
i rap that and her part of problem 247 cause im a bad bitch,offensive
hood niggas and bitches love emojis lmfao,hate_speech
happy birthday my little cotton picker,hate_speech
maybe if you werent such a conceited bitch more people would like you,offensive
weont get head from hoes wit overbites,offensive
gotta watch these hoes 128064 i swear 128079,offensive
its parseltounge not basilisk you fucking pussy get it right,offensive
leave dyke,hate_speech
big bitches be sayin why yo eyes all on my stomach bitch why yo stomach all in my eyes,offensive
when they run out of dick inside the pussy rt how do straight dudes know if their dick is small,offensive
ghetto gold needa be the first music vid,neutral
muslim jihadi keep calm and pjnet tcot tgdn ccot rednationrising teaparty 2a nra,neutral
wrong skiny girls are for guys that want hot sex that looks good too every fat bitch knows that,offensive
got these hoes lurkin got these niggahs talkin,offensive
lol cause these hoes love me,offensive
its so shady when you bitches talk to guys w girlfriends thats so disrespectful to do to another girl,hate_speech
i thought he would think it was cuteyou know like when you shut your clam up for 5 minutes dunce,neutral
aint nobody offending u fuckin peckerwoods i despise of a no good white ungrateful honkey,offensive
fuck ray rice someone crack that bitch,hate_speech
rap bitches prolly scared of remy ma lol,offensive
the jets are trash my bad i see what you meant 128514,neutral
u bitches boring,offensive
so is my pussy,offensive
so it turns out hope solo is one crazy bitch,offensive
got a badass bitch just bouncin on my dick,offensive
word bird,neutral
auburnnn hoe,offensive
8220 these hoes gon come ampamp go i feel it8221,offensive
them other bitches aint got nothing on me i can tell by how your still fucking with meeeee,offensive
8220 no bitch hurry up lol8221im so hungry i cant focus128553,offensive
i be sayin im done drinkin everyday but then one of my friends hit me up like i gotta case and only faggots turn down free beer,hate_speech
these hoes aint shit 128514128514128175,offensive
i hate hype ass bitches like its too early for you to be all loud sit tf down somewhere,offensive
gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling,neutral
now we have a ebloa case in texas if we kill all the niggers we might be safe,hate_speech
that bitch is dirty,offensive
fuck brett farve redneck ass he stuckup he dont give a damn lol he be on campus acting like he the shit,hate_speech
8220 ur ex girlfriend is a slut8221 fr f dat hoe,offensive
have fun losing tonight bitch,offensive
shawty said you not gone understand america unless you went to a pwi school crackers already brainwashed her smh lol,hate_speech
these people are fags,hate_speech
fuck around and get your honeybun took in that bitch with all that crying nigga,offensive
8220 8220 i just want panda express8221 panera8221 big booty hoe 128514128514128514128514,offensive
kill yourself ugly ass monkey looking shit,hate_speech
i still think snap chat for faggots and high schoolers,hate_speech
you got niggas amp i got bitches but i want you 128149127926,hate_speech
what manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized amp cursed brethren and say,neutral
damn he was my bitch for eddie johnson teams last year,offensive
8220 how bitches be looking the first day of school,offensive
this bitches need to get it right your so wid it,offensive
dem hoes more 128686 8220 this nigga out here fucking retired widows 8220 new race fuck black woman,offensive
i do not love these hoes,offensive
yeah me too my people the women laff at the set apart men they love the real niggas or niggers,hate_speech
pornandroidiphoneipadsexxxx korean korean girlfriend pussy,offensive
8220 in the fashion world urban means stolen from black people its ghetto on us and urban on them haha 128588,neutral
neveraskablackperson if her hair is hers she will hit you with a bitch i bought it so its mine,hate_speech
only word i can understand on blackjesus is nigger heavily disappointed in this show aaronmacgruder stuff blows imo,hate_speech
im tired of dat bitch mannn128553128553128553,offensive
8220 tony romo in my top10qbs bitches8221,offensive
fag,hate_speech
i thought i love this bitch to the core,offensive
ifthepurgewasreal id be the best prostitute and madam ever hey if you got pussy you shouldnt be broke right lmao jk,offensive
i couldnt press send that tweet about anchor babies was even too raw for me,neutral
from both k michelle and keyshia cole lol more bitter hurt bitch music on the horizon,offensive
white trash warfare pt 3 128514128514128514,hate_speech
now beaners drive em,offensive
fuck boi fag,hate_speech
8220 8220 last night was well fun lmao8221 you got some pussy didnt ya vern8221 unfortunately no lol,offensive
got niggahs salty at meeeee cause yo dream bitch is ma main slide 104120410412231041196,offensive
your a punk pussy ass bitch dude you dont have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch,offensive
this talking eggplant skurred af,neutral
this bitch arguing with my dad,offensive
bitch ass people are the first to call someone out for being a bitch,offensive
lmao nigga shoulda said i would be balless bc dat cold bitch wont stop blowin meswaagg,hate_speech
bitches out here not lovin they self enuff for the both of us juheard,offensive
you can be a bad bitch too dex its okay,offensive
white trash have taken over every charity organization in the us,hate_speech
i wonder if that latino strategy is working goper doubles down on wetbacks but backpedals on shoot on sight,hate_speech
thirsty giants are always like ho ho ho,neutral
i accidentally ate a few fireflies last night while chewing some leaves i found the shameful yellow glow of my mouth wa8230,neutral
if youre toes aint done you pussy stinks,offensive
hahahaa so people cant parent differently twitter is fuckin trash ahahahha,offensive
butcountry music listeners really are hicks and alcoholics 128514128514,hate_speech
bullets through a nigguh tru jeans,hate_speech
hi can i buy you a margarita sure so i like the way your barstool shows off your clam,offensive
that son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song,offensive
im not trying to be critical but jr literally looks like he just ate a pot brownie got off a couch and put on his gloves,neutral
shake that bear aka two rednecks having sex on a dead bear,offensive
you bitches got me all the way fucked up idc how many pineapples yall eat your pussy still gon taste the same so give that shit up please,offensive
i want a four loco right now so i can chug it and go straight to sleep,neutral
dude said 130 bitch i took a whole nap before my 530 midterms,offensive
im literally laughing in shock amazement joy injust everything in everything pop the champagne american queers we have arrived,hate_speech
you know youre ugly when an ape was chosen as a man crush and youve never been,neutral
some females make being a hoe look so easy like damn girl dont shit bother yo soul sometimes 128553128553128553,offensive
uhuh what do we have your empty heart my empty bottle a yellow cab that you would like to catch cuz yo latest ex made u mad,offensive
i masturbated into the lingerie catalog out of spite how dare she throw it in the trash before i get to look at it,offensive
